EmployeeID,Age,TenureMonths,Department,Gender,PerformanceScore,Satisfaction,Engagement,Motivation,Stress,WorkLifeBalance,OvertimeHours,TrainingHoursLastYear,AbsenteeismDays,PeerRating,ManagerRating,ProjectLoad,Attrition,PromotionReady,WillImprove,tenure_event_months,event_observed
16,51,104,Engineering,Male,61.754021705382186,1.7676337853336963,2.7768116382068433,3.739437940173727,3.2229891473089096,1.367067084659832,10.9,13.9,3.9,4.4,3.8,4,0,0,0,38,0
17,59,23,HR,Female,46.89011440751742,4.157400881273463,2.800833357058541,4.084183409524562,3.204942796241288,4.53748527259064,12.8,4.2,2.3,3.4,3.3,4,0,0,0,23,0
18,23,9,Sales,Female,58.52864074365905,4.417129226007537,4.5250955022900685,4.272691703656918,2.5356796281704788,3.525490165491027,3.6,5.6,3.7,3.1,4.3,1,0,0,0,9,0
19,42,34,Finance,Female,34.052970696619,3.680848924547355,1.9546515648655742,3.296507839695515,2.1235146516904977,2.882910377417283,12.9,17.2,6.2,3.3,2.9,3,0,0,0,16,0
20,54,46,Sales,Male,65.76564188478552,4.727423141358914,5.0,3.939346768651039,4.317179057607244,2.109955669267941,7.1,17.5,3.0,3.1,2.0,6,0,0,0,46,0
21,33,78,Engineering,Female,52.596847212205724,3.3639831830383127,3.291305196957991,3.4993699142314947,4.851576393897136,2.192571547640474,8.9,17.1,4.7,3.9,2.8,5,1,0,0,48,1
22,43,4,Engineering,Male,72.35483817167858,2.132289334926703,2.904742254247056,3.593854576224084,2.172580914160714,3.672840209812252,13.3,15.4,4.7,4.3,4.7,5,0,0,0,4,0
23,46,30,Sales,Male,49.685676756849205,3.804094757812011,4.265783361627542,3.4423508828173346,2.907161621575398,2.3033174589593606,9.5,2.3,3.0,4.5,3.4,2,0,0,0,30,0
24,48,95,Engineering,Male,70.87973260142033,3.7358772468192547,4.9366949257324055,4.076864323277509,2.560133699289832,3.3936048808337125,10.5,9.5,1.8,3.2,3.8,4,0,0,0,92,0
25,49,102,Engineering,Female,66.13247814972995,2.906639012451592,4.605869197443562,3.765315767214603,2.4337609251350227,5.0,2.7,34.2,2.4,3.1,3.4,1,0,0,0,22,0
26,37,75,Product,Female,85.46818348914027,3.808672598562946,4.0516668444239015,4.015635227453339,4.265908255429862,2.987171139349661,14.0,32.4,6.1,3.2,4.0,4,0,0,0,2,0
27,36,99,Sales,Male,89.55592309073225,1.9565289656140563,4.578177140749652,3.6859861096834012,1.672038454633878,2.434700000423059,9.2,26.9,6.3,2.0,3.7,2,0,0,1,26,0
28,24,72,HR,Female,78.6350606181274,4.358196373802343,2.055152180570521,2.41670319002374,3.3824696909363063,3.6438064849074867,5.8,25.9,0.6,2.5,3.5,4,0,0,0,49,0
29,58,3,Support,Male,64.57952378538826,2.4328425802986673,3.1303525126606666,3.725094732879767,3.7602381073058657,2.1967874332964454,11.6,30.9,3.2,3.5,4.1,5,1,0,0,3,1
30,28,14,Product,Male,92.66430234720363,2.4298765509232405,2.77994694597764,3.750830364125454,3.0678488263981807,4.847986077296463,20.5,6.6,1.7,3.8,3.2,3,0,0,0,4,0
31,42,60,Finance,Other,49.93386434602645,3.2012150536445074,4.702174858093658,3.8940767497227684,3.7330678269867725,4.563257701675502,2.0,20.4,6.4,3.9,3.9,4,0,0,0,13,0
32,30,77,Support,Female,52.2966963189251,3.865225151963018,3.254869782968502,3.2250166450514066,2.95165184053745,3.15224554294172,0.2,6.6,2.6,2.9,3.5,6,0,0,0,1,0
33,39,45,Sales,Male,65.12174015768778,3.373054575420013,4.36086590110385,2.7436242266675905,4.439129921156112,2.4924361367182017,21.1,6.8,10.6,3.1,3.5,5,0,0,0,45,0
34,25,96,Sales,Female,100.0,2.9178716299664997,4.082271248239774,4.199685315915422,1.4297946950741456,2.9168071145021752,7.6,24.4,4.7,3.3,2.9,5,0,0,0,6,0
35,46,34,Sales,Male,68.45355052201373,2.982926997959142,2.823923757452687,3.481114754772665,2.5732247389931304,3.0339009491231144,6.1,31.4,7.5,3.2,3.4,2,0,0,0,34,0
36,35,45,Finance,Male,68.17162628570206,2.319829624050193,3.071737611021344,3.836995238147997,2.814186857148965,3.645210418536358,4.3,17.7,1.0,4.1,3.2,3,0,1,0,10,0
37,30,61,Finance,Female,56.208000000000006,3.46342009837013,4.764435921733254,3.474831936089364,1.246,4.235669096371004,12.3,39.8,4.0,2.5,4.5,2,0,0,0,61,0
38,47,83,Sales,Female,83.14390546715708,4.63081412454769,2.902065616184028,3.695150539381124,2.128047266421465,2.367138632317269,20.7,22.5,5.8,2.6,2.3,1,0,0,0,28,0
39,23,102,Engineering,Male,82.38719850871757,3.569776950509942,3.7123808491759314,3.3405717216513535,2.0064007456412134,4.20981860880847,1.0,10.7,0.9,3.3,4.3,6,0,0,0,2,0
40,41,16,Finance,Female,76.8275880103533,4.15898335553595,2.8957128423061995,2.9255331286769377,3.8362059948233496,3.855917051530168,4.4,7.0,4.1,2.4,2.2,3,0,0,0,16,0
41,49,66,Engineering,Female,64.0976866926292,5.0,3.3174430317757255,4.078985328614926,2.1511566536853994,2.842989458274054,2.9,32.2,7.2,2.0,4.0,1,0,0,1,20,0
42,28,40,Finance,Male,63.160157974611955,2.9614933290589294,3.5584542504270256,3.217503929419104,2.1699210126940227,2.3219592938906906,9.4,21.5,3.0,2.3,2.9,7,0,0,0,34,0
43,29,17,Finance,Female,52.77302843868762,3.1089038798462063,2.895420140732258,3.8311611847158487,3.8634857806561915,3.404609445563311,12.3,28.1,1.4,3.3,4.1,3,1,0,0,17,1
44,56,119,Support,Female,73.0478212915801,5.0,2.7355977414145065,4.028368177521663,1.4760893542099454,2.346370364668124,14.7,11.9,9.4,4.0,3.5,5,0,0,0,27,0
45,35,34,Support,Female,60.616,5.0,3.857646003099698,3.230549827517535,1.192,4.2213127642463455,9.6,22.9,0.5,4.0,2.5,7,0,0,0,34,0
46,38,106,Support,Female,55.21918460013869,1.7765343191980494,2.8397363320879414,2.7368914925016123,2.8404076999306533,2.288505505081016,20.1,13.9,4.5,4.8,4.7,1,0,0,0,13,0
47,57,16,HR,Female,67.13141353615671,4.05450433127266,2.8704081998711946,5.0,1.3842932319216446,3.7929355738468296,1.6,3.3,1.9,3.6,4.2,3,0,0,0,16,0
48,25,102,Support,Male,67.3193585893193,3.6670118865386425,2.7548521706682263,3.277782499243659,1.3903207053403508,3.227445271666426,0.0,19.2,1.2,3.7,4.0,3,0,0,0,4,0
49,23,60,Finance,Female,62.201132416624034,4.154038042105565,3.5298827583018135,4.198733726880927,3.649433791687982,2.795437604062319,13.8,33.1,6.2,3.3,3.1,1,0,0,0,60,0
50,27,66,Engineering,Female,74.02005232417484,2.561525156828058,4.449331470959857,5.0,3.7899738379125787,3.207451644312638,5.7,47.2,3.4,3.3,4.2,7,0,0,0,9,0
51,25,66,Engineering,Male,69.59027156829576,2.487161995581509,4.95587577268104,4.3319261974831145,3.6548642158521245,4.271984852670782,3.3,22.9,5.2,5.0,2.6,7,0,0,1,13,0
52,50,90,Sales,Female,63.55844667938553,2.6033127856603056,2.9466737226055995,3.459645752937959,3.9707766603072323,2.2269683319055886,3.1,11.5,2.8,3.7,1.8,3,0,0,0,90,0
53,39,13,Sales,Female,68.8577313599704,2.677401305799347,5.0,3.6463068899719113,4.171134320014802,2.9290591003273647,6.5,10.8,5.5,3.8,2.4,2,0,0,0,7,0
54,47,56,Finance,Female,62.056000000000004,4.537024166809014,2.695765625363884,3.0339142242089214,1.022,2.6234307917815305,1.1,31.6,1.8,2.6,2.9,7,0,0,0,11,0
55,55,111,Support,Male,69.75517608014107,2.2029370328617004,4.575193670995083,4.405357141566194,3.272411959929466,3.2652445798061565,1.1,8.0,1.6,3.8,3.0,2,0,1,0,32,0
56,31,31,Engineering,Male,73.10721639913912,2.900427329976115,2.9504731913861018,4.153016566446951,2.346391800430441,2.683787196738611,3.8,27.5,9.7,4.0,3.3,1,0,0,1,31,0
57,57,34,Engineering,Female,53.83884849198087,1.7739012463971242,2.8161690571169906,3.2884593453906055,2.0805757540095637,1.708726881852047,1.4,23.5,5.8,4.4,3.3,5,0,0,0,34,0
58,35,39,Product,Male,80.8271707355826,4.351655628581067,2.9297194588940503,2.8662601543212447,3.5364146322087056,2.3503762077608736,8.8,22.2,4.7,4.0,3.1,4,0,0,0,5,0
59,52,67,Engineering,Female,61.9925909597915,4.965474421415503,3.5527970703157927,2.6430130098690467,1.2037045201042482,4.7739795166843,6.7,1.2,7.7,3.4,1.9,1,0,0,0,50,0
60,36,8,HR,Male,74.78221721174464,3.3740928600170617,4.121974953930249,4.489211203043361,1.15889139412768,3.5220553901576452,5.5,15.7,4.7,3.4,3.8,6,0,0,0,8,0
61,29,87,Finance,Male,81.80885451183657,3.037714723574519,4.20288123411434,3.796298503164449,3.595572744081717,3.4911258484272696,8.1,2.5,1.6,3.4,3.4,1,0,0,0,87,0
62,35,78,HR,Male,79.3444279649782,3.821553999656263,2.7504134861869005,3.8719876290662016,3.3777860175108976,3.0456488489922253,4.5,12.9,3.5,3.6,3.0,1,0,0,0,36,0
63,44,55,Engineering,Male,70.06253468825699,4.874172108997529,2.7093066412398583,3.041641099310114,3.1687326558715103,3.253537118301747,11.6,31.0,2.0,4.5,4.7,7,0,0,0,28,0
64,42,27,Engineering,Female,67.73182680944628,3.985997758272388,2.7750251759728077,2.529197517356475,1.984086595276863,2.9131692694517577,3.2,34.8,2.5,4.4,3.4,6,0,0,0,27,0
65,37,118,Engineering,Male,80.28034073083576,2.6434836123375667,3.49978103785304,4.470090859769306,3.5598296345821243,3.7742356779369586,0.8,22.6,0.2,4.1,3.6,6,0,0,0,37,0
66,39,93,Finance,Male,76.01939421587905,1.7251319942044883,3.410859956228213,3.7336312295977847,3.5403028920604758,3.3907279688334353,3.0,13.2,1.1,5.0,4.2,6,0,0,0,48,0
67,45,103,HR,Male,62.45739096990509,2.2991780600793943,2.7448420841371846,4.425787728046096,3.071304515047454,2.2458586108572463,9.3,39.1,6.7,1.4,2.4,1,1,0,0,3,1
68,47,53,Engineering,Female,62.002642082539545,3.685917606502931,3.84264332465692,3.391253498787549,1.7486789587302285,3.5283520527937733,6.3,13.0,5.0,3.1,3.6,2,0,0,0,6,0
69,46,39,Finance,Male,44.63449669145901,2.8097597286586318,5.0,3.5105457255705135,2.7327516542704933,1.087132269055604,17.9,6.4,2.5,3.5,4.2,1,0,0,0,13,0
70,50,65,Support,Female,70.5163326449511,3.523692654362092,3.145756084348364,4.270638541296506,3.6418336775244424,3.672473279710007,0.2,28.4,0.9,3.0,3.5,5,1,0,0,24,1
71,36,17,Engineering,Female,66.60961755439642,2.692797300343498,3.20983936091682,4.28587846372042,4.195191222801786,2.0315788288471306,3.4,25.5,2.8,2.8,2.6,4,0,0,0,14,0
72,22,105,HR,Female,83.02507320675265,2.3987340592120376,4.103695413291932,4.338052498148763,2.7874633966236715,3.2135504224469313,15.7,13.5,1.1,2.1,3.2,4,0,0,0,9,0
73,46,30,Finance,Female,75.05534593561651,2.304619313718168,3.0970653374368844,3.4638389975178434,2.6223270321917376,2.2248351571234295,3.6,21.2,4.4,3.3,3.8,5,1,0,0,30,1
74,28,53,Sales,Female,86.35937821605012,4.951953366203759,4.2020680335463645,4.191637790120694,2.8203108919749384,3.3025408795797873,9.1,25.3,6.8,4.2,1.9,1,0,0,0,2,0
75,30,13,Sales,Female,61.414213982178055,4.3000537978469975,2.953311563898864,4.587279572381375,3.0928930089109716,3.8204506673485996,0.9,22.4,11.1,4.1,2.5,7,0,0,0,13,0
76,45,21,Finance,Male,84.96613460012006,5.0,5.0,3.6161823906547728,2.366932699939976,4.652544376724622,7.4,25.5,0.7,2.9,5.0,4,0,0,0,21,0
77,22,19,Support,Male,66.58800000000001,4.256550900755102,3.9102974753330653,3.289209308980757,1.056,1.912778110489669,2.8,13.9,6.7,3.7,4.0,2,0,0,1,19,0
78,29,53,Support,Male,76.8984619967058,2.8148932411380962,3.04197934583096,4.774198082653413,4.200769001647097,4.177925660104021,10.4,26.3,1.9,4.6,4.8,4,0,0,0,2,0
79,45,19,Finance,Female,49.2186221056749,4.502237580415556,3.0701774704776534,3.1764434131589545,4.640688947162549,3.418037434839724,2.3,20.2,0.6,2.3,4.3,6,1,0,0,10,1
80,32,57,Support,Other,73.08479971921142,3.488291977579089,3.1375802225627685,4.203581197691582,2.357600140394287,2.894399562457838,8.5,14.3,0.6,3.4,3.9,5,0,1,0,57,0
81,38,25,Sales,Female,48.34930673783755,3.8070397756281684,4.835474699623986,3.6532621515841113,1.9253466310812257,3.9838708545535138,9.6,17.0,4.4,3.7,3.4,4,0,0,0,25,0
82,29,86,Finance,Male,67.37020104478044,3.4249406992830145,2.458124093158845,2.2267475068123517,2.714899477609778,3.0876676340233136,2.6,18.8,1.2,3.5,3.9,5,1,0,0,86,1
83,56,31,HR,Female,74.93100776745754,1.0,2.998852496586446,4.602875253982864,2.684496116271227,3.945777464760611,3.6,2.7,2.2,4.2,4.8,1,0,0,0,31,0
84,56,81,Engineering,Male,60.52896284567409,4.762172213425556,3.094505498767117,1.4937170963621056,4.08551857716296,2.4069572581848044,14.5,12.4,2.7,2.3,4.3,7,1,0,0,3,1
85,54,55,Support,Male,57.33472111670992,3.9111080297109977,3.585880829918756,2.112697546593913,3.0326394416450375,2.7303026709333365,8.9,20.8,1.8,2.7,3.7,4,0,0,0,31,0
86,26,23,Finance,Male,81.04924566074237,3.8935164854241875,3.356001276617885,4.121864063584537,2.075377169628817,4.149240047515139,3.4,3.8,1.6,4.0,3.5,5,0,0,1,23,0
87,49,32,Sales,Male,70.53681890111609,3.568485355313147,2.2578949517485833,4.121656958942492,1.6315905494419507,4.63686047121338,7.5,12.6,3.3,2.1,4.0,2,0,0,0,14,0
88,28,62,Product,Female,62.73273163036065,3.4858826926631803,3.240159584764079,3.1899361136979714,3.683634184819673,3.2684712907624354,0.9,48.6,4.3,4.1,3.2,2,0,0,0,21,0
89,30,74,Engineering,Male,68.2329775176715,2.7326943779791146,3.5104043851335285,3.8182576722425963,3.6335112411642494,1.0,11.7,6.4,4.2,3.9,4.0,3,0,0,0,13,0
90,29,10,Sales,Male,99.41088024381637,3.8773953705934985,3.0347119484281952,1.6748559633775963,4.094559878091818,3.1208556456523904,11.7,15.4,1.6,4.1,3.0,4,0,0,0,2,0
91,33,100,Engineering,Female,84.90837350144218,2.276029668209032,4.218097940142899,4.26558037157648,1.945813249278906,3.3291835060401866,5.7,10.0,5.1,3.1,3.3,1,0,0,0,3,0
92,55,72,Support,Female,80.46712620094334,3.346102897541298,4.427467585878283,3.8997803896428778,4.766436899528329,3.090503960976145,6.4,18.6,8.2,3.9,2.8,6,0,0,1,1,0
93,54,54,Support,Female,78.04738901411447,4.275127646629691,3.5294519702435463,3.663485717332964,1.076305492942763,3.6027047054989776,1.0,10.2,4.1,2.6,3.2,3,0,0,0,27,0
94,44,52,Sales,Male,70.85679795719705,3.140590712966875,3.8074874281656563,3.716673185710218,3.5716010214014795,2.87078106516241,3.1,17.1,8.0,3.2,3.1,4,0,0,1,35,0
95,45,20,Finance,Female,44.092000000000006,4.087767792471025,1.6550496023856562,4.094603340954426,1.054,4.054983774610225,2.7,11.4,10.7,3.5,5.0,2,0,0,0,14,0
96,58,32,Sales,Female,63.700662763396934,2.56871531502052,3.2210075050543514,3.6768787812017116,2.099668618301532,2.249958054542062,4.5,32.7,11.6,2.8,2.9,7,1,0,0,32,1
97,56,114,Support,Male,61.02195413910408,2.220819789536842,4.5043395225821214,2.200755597815024,4.589022930447959,4.413163836618727,11.4,21.0,0.4,3.7,3.9,1,0,0,0,79,0
98,43,14,HR,Female,44.81727149104802,3.5355124828549944,3.21890707513865,5.0,3.841364254475989,4.695070941564984,10.5,8.0,0.5,2.6,2.8,2,0,0,0,6,0
99,48,50,Sales,Male,57.34844083097437,4.19718271694413,2.9364644912472353,4.660640655542761,2.375779584512818,2.478246235745723,6.1,30.1,2.7,3.7,3.6,4,0,0,1,2,0
100,56,28,Product,Male,46.15367408564338,1.6216599009215422,5.0,2.6720442704361376,2.523162957178312,2.4777601569572436,12.1,8.5,4.4,4.9,3.8,6,0,0,0,14,0
101,22,110,Sales,Female,68.67075577832912,3.9598273184854507,5.0,3.423890215618728,2.9146221108354418,3.669625782399775,0.7,1.2,8.8,2.5,2.1,1,0,0,0,45,0
102,56,116,Engineering,Female,78.71171801847855,2.8001773510095544,4.020817421233941,3.5111726478751675,3.5441409907607224,2.2315016312313993,11.5,20.0,5.9,3.5,2.5,1,0,0,0,26,0
103,58,53,Finance,Male,81.1848412346346,3.073557005290183,4.625019550332043,4.563079653207171,4.057579382682697,2.856657416007912,0.3,42.9,0.4,2.2,2.8,3,0,1,0,25,0
104,35,24,Product,Female,74.81646800921699,2.146717177126237,1.59665812383773,1.9725848517441857,2.5917659953915058,4.292274260810413,12.4,1.9,2.2,2.8,2.6,1,0,0,0,6,0
105,24,79,Sales,Female,60.8275701269744,2.8304505193363725,2.891203703434164,3.3007933884561687,1.2862149365127984,3.9638460880292667,4.9,4.0,3.9,4.1,3.7,4,0,0,0,16,0
106,22,22,Engineering,Female,46.60606274590248,4.376580031472997,3.177037914144164,2.291490845329997,3.09696862704876,5.0,7.0,29.0,0.5,3.2,3.8,6,0,0,0,22,0
107,26,30,Sales,Male,48.83886167501679,3.5282779996064724,3.3876179110197486,3.4719235873373293,2.5305691624916054,3.453705732840187,9.4,12.3,4.0,4.1,2.7,6,0,0,0,15,0
108,47,63,HR,Female,57.40526740949689,3.2376166540027085,3.159050381123434,3.3219992855320766,1.6973662952515525,2.750245797949633,9.9,27.3,0.4,3.8,3.7,5,0,0,1,33,0
109,35,4,Engineering,Male,58.01266216937441,3.286961310072046,1.304976337635288,3.76375525390617,3.143668915312794,3.346119160487718,2.3,10.0,1.0,3.4,3.3,5,0,0,0,3,0
110,48,77,Finance,Female,68.81422750818557,3.96777888777822,3.947422156837704,3.2161004807926536,2.642886245907211,3.1644704945322286,2.8,21.7,1.2,2.7,3.5,1,0,0,0,3,0
111,30,59,Product,Male,57.42697558706041,3.8375176651928684,4.089288715452546,3.099181286887581,3.186512206469794,3.177098601717178,4.0,40.9,5.2,4.0,3.1,5,0,0,0,20,0
112,36,87,HR,Male,75.02488840037435,3.4943396296312765,5.0,4.195725353410518,2.0375557998128193,3.27857666271384,6.6,5.7,5.2,3.7,4.0,6,0,0,0,34,0
113,36,8,Sales,Female,66.25857893934901,4.4473525313478435,2.890521661702533,4.063738192754064,3.4707105303254986,2.461409962038387,9.2,32.3,4.3,2.3,4.9,4,0,0,0,8,0
114,47,82,Sales,Male,72.62219639350995,4.584627366419913,2.816853157998088,4.141118674222594,1.7389018032450214,3.5539959794735783,12.8,28.2,7.0,2.7,4.2,3,0,1,0,8,0
115,34,12,Engineering,Male,84.75146277939317,3.9922317375848833,1.188013962631978,3.5584799276073262,1.9742686103034168,2.0322030590172675,0.1,2.1,6.7,1.3,4.7,2,0,0,0,12,0
116,53,119,Support,Male,56.04182846217455,3.497748917573162,3.3357898470682024,3.2426091342198484,2.8790857689127223,2.654856052882697,16.1,26.7,4.6,2.4,2.5,2,0,0,0,6,0
117,53,31,Sales,Female,71.38836317008057,3.811448332875582,4.411000602955955,3.6049180143833834,4.805818414959714,3.1930091131741642,13.2,20.9,4.2,3.2,3.1,4,1,0,0,31,1
118,25,78,Sales,Male,68.054349262903,3.6083436165189093,3.0494089240265527,4.1009296560547615,3.8728253685484937,1.2664020186099672,14.4,21.1,4.4,2.7,4.1,3,1,0,0,78,1
119,51,34,Finance,Female,64.20161499146442,4.350921196165779,5.0,1.9585762392225214,3.899192504267789,3.9920923827104255,1.1,24.0,3.6,2.8,4.8,4,0,0,0,23,0
120,58,82,Sales,Male,77.9778459333137,4.127899821736836,3.369064647789429,4.015289544296687,4.311077033343144,1.4521609411372451,4.7,15.8,2.5,4.6,4.1,1,0,0,0,9,0
121,44,98,Finance,Male,76.5,2.1067460985822715,3.7322930558597003,3.9473105498678387,5.0,3.9026289218083603,1.5,20.8,7.4,4.3,2.8,3,0,0,0,67,0
122,36,75,Engineering,Male,58.824821864883134,2.3558984691245284,2.3732072274765654,3.749720724868582,2.8875890675584337,2.136471639064654,2.3,22.9,5.2,2.9,3.3,6,0,0,0,26,0
123,50,105,Support,Female,64.99119815374029,2.5130903171264456,3.8584983106577515,3.58054926250266,4.404400923129855,2.9355731783668504,9.2,29.0,0.4,4.1,3.9,5,0,0,0,93,0
124,57,76,Product,Male,70.69072949119612,4.27294340190663,1.8186121846325742,1.647104491254069,3.8546352544019404,3.767217582254486,2.1,1.7,8.3,4.5,3.5,1,0,0,0,46,0
125,34,49,Finance,Male,64.95593499338494,1.7178861277326256,4.22432815951183,3.3481173895196754,3.872032503307526,5.0,3.8,35.5,2.2,4.0,3.0,5,1,0,0,21,1
126,53,79,Product,Female,72.73952076391964,3.575221446401966,4.251985358611871,5.0,4.630239618040181,3.404806779936614,2.8,6.1,3.7,3.7,3.4,1,0,0,0,35,0
127,28,57,Engineering,Female,74.59062606196896,3.8768400457406327,4.82336228190286,3.7103210364546446,2.4046869690155233,1.5156363046204426,1.2,29.1,7.1,4.4,3.6,1,0,0,0,7,0
128,43,95,HR,Male,93.24937004787276,4.68135081227665,2.6820281531090804,3.4541681290602257,2.37531497606362,4.158325619372197,3.7,21.0,4.7,4.1,2.7,1,0,0,0,18,0
129,49,113,Finance,Male,50.07646897303628,3.5660738636416083,3.7445059064676776,3.7135249564720905,3.2617655134818615,3.091273435626883,7.1,4.6,8.0,2.5,4.4,7,0,0,0,33,0
130,23,93,Finance,Female,69.25339954384377,2.1382955752043826,4.107434903447854,3.983818294902407,2.6233002280781124,3.362915989012941,0.3,26.3,2.9,3.3,3.2,1,0,0,0,33,0
131,27,26,Sales,Male,57.590998294003654,2.427469911402151,3.998053474497279,4.2270561957515715,3.254500852998173,3.8020767268988527,6.8,8.7,9.1,3.1,3.5,7,0,0,0,26,0
132,49,18,Sales,Male,74.24250242989399,2.0211921603442238,2.8212306523786337,3.5168958694736467,4.4787487850530106,1.2971598387848569,5.8,32.8,1.7,4.4,4.4,3,0,1,0,18,0
133,49,96,Engineering,Female,50.74429344541256,2.9728780420728014,1.4472162993994737,4.0399356819149475,2.427853277293721,3.305883162961676,5.3,11.5,8.0,3.0,3.5,3,0,0,0,5,0
134,41,86,Sales,Female,74.16535792518746,3.314500276965133,3.9122642671960333,5.0,2.517321037406269,2.931275499042574,1.1,2.1,2.8,2.9,4.4,1,0,0,0,3,0
135,51,38,Engineering,Female,62.33137799294684,2.2544118232499564,3.4627502895210727,4.505000639546172,3.034311003526577,4.399651415404967,3.0,38.4,0.7,4.3,2.8,4,0,0,1,6,0
136,32,81,Support,Male,61.44863685205034,4.914309754556064,3.089996466334704,5.0,2.8756815739748305,3.9544023870048686,15.2,22.2,4.9,3.7,3.9,1,0,0,0,57,0
137,49,87,Engineering,Male,56.248000000000005,2.373318628047559,4.28755082734392,3.174583713318627,1.176,1.8356982694966073,8.8,30.4,2.8,5.0,4.3,1,0,0,1,3,0
138,46,88,Engineering,Female,64.52025528539788,4.855122570267321,3.5595724156610102,5.0,2.4398723573010606,4.436363267114143,11.0,9.8,3.8,2.8,2.9,4,0,0,0,10,0
139,54,50,Finance,Male,80.84525351552499,4.523557045103715,2.4127244525089804,3.0674610880619246,3.577373242237504,3.70457257934419,4.5,2.7,4.1,3.1,3.5,4,0,0,0,11,0
140,22,8,Finance,Female,67.06490649813472,4.125670537049138,1.8616929398134006,3.982852917392371,4.317546750932646,1.9074825622921032,4.0,40.1,0.4,4.4,3.5,1,0,0,1,8,0
141,48,41,Support,Female,79.89323713507545,2.910726177633909,2.583933061380151,4.28598122339048,1.803381432462273,3.3501777931434957,7.9,19.9,0.7,2.5,3.8,2,0,0,0,19,0
142,34,6,Finance,Male,92.47856479846169,3.9533432390615277,5.0,3.2913782464764223,1.7607176007691567,4.23134350247027,6.0,25.9,4.7,4.6,4.0,2,0,1,0,6,0
143,24,69,Sales,Female,73.47153239456533,2.1679937960417814,4.250499096539496,3.7703714219794207,2.8642338027173353,2.2073605146839452,1.7,27.9,2.0,2.5,2.9,4,1,0,0,22,1
144,27,44,Support,Female,67.292,4.635307035033749,3.7697511077775108,4.4283688819614735,1.004,4.539819602260875,0.2,16.0,8.0,4.0,3.6,1,0,0,0,42,0
145,29,64,HR,Female,76.79794040597424,3.4408607489118004,3.436505165532776,3.131783281350474,2.4010297970128724,1.9386341032852266,2.3,22.7,3.4,2.0,4.9,6,0,1,1,56,0
146,48,29,Engineering,Male,67.3600841191028,3.3051860943460234,3.377346354047308,5.0,1.0699579404486064,2.587895541017714,0.3,39.1,6.2,3.5,4.4,5,0,0,0,5,0
